Татнефть-п;1,0;4,6;5,65;4,42;6,56;5,02;7,08;8,6;8,23;10,58;10,96;50,59;42,43;119,11;10,94;28,82
Татнефть-ао;1,0;4,6;5,65;4,42;6,56;5,02;7,08;8,6;8,23;10,58;10,96;50,59;42,43;119,11;9,94;28,82
TCS Group;0;0;0;0;0;0;0;0;16,28;0;24,490000000000002;44,73;67,76;31,939999999999998;60,09;17,51
ТГК-1;0;0,0001318;0;0;4,37e-05;4,68e-05;4,87e-05;0,0001218;0,000167;0,0002254;0,000243;0,0003453;0,0004898;0,0006446;0,0010365;0,0010706
ТМК;0;7,93;2,7800000000000002;1,44;0;1,78;4,2;1,88;0,78;2,817;1,94;1,96;2,28;2,55;3,0;27,380000000000003
Транснефть-п;296,36;225,42;258,54;236,78;250,39;314,73;716,58;685,1;724,21;757,87;823,31;8171,969999999999;7578,27;10705,95;11612,2;9224,28
Таттелеком;0;0,0101;0,0126;0,0101;0,005554;0,00944;0,0102;0,0106;0,0107;0,005;0,0114;0,0091;0,0192;0,0193;0,0202;0,0393
Юнипро;0;0;0;0;0;0;0,0579;0,2895;0,6797;0,2776;0,38580000000000003;0,222;0,222;0,222;0,222;0,31720000000000004
ВСМПО-АВИСМА;37,88;50,83;53,92;23,14;1,5;5,1;26,52;279,83;533,91;1619,0700000000002;1274,22;2062,68;1646,45;1758,02;0;0
ВТБ;0;0,00066;0,00134;0,000447;0,00058;0,00058;0,00088;0,00143;0,00116;0,00117;0,00117;0,00117;0,0034535;0,0010987;0,0007735;0,0014001
